date,gender,age,address,famsize,Pstatus,M_Edu,F_Edu,M_Job,F_Job,relationship,smoker,tuition_fee,time_friends,ssc_result,hsc_result
29/04/2018,F,19,Urban,GT3,Together,1,2,Teacher,Services,Yes,No,94218,2,3.24,2.63
29/04/2018,M,19,Rural,LE3,Together,4,2,Services,Health,No,No,66734,3,3.92,3.31
29/04/2018,F,19,Rural,GT3,Together,3,3,At_home,Teacher,No,No,62828,5,3.09,2.43
29/04/2018,F,18,Rural,GT3,Apart,0,4,Services,Services,No,No,42400,1,3.5,3.08
29/04/2018,M,19,Urban,LE3,Apart,2,3,Health,Business,Yes,No,95002,4,3.33,2.62
29/04/2018,M,17,Rural,LE3,Together,2,4,At_home,Health,No,No,67793,4,2.98,2.51
29/04/2018,F,18,Urban,GT3,Together,1,3,At_home,Farmer,No,No,106492,1,4.49,3.95
29/04/2018,M,17,Rural,GT3,Together,0,3,At_home,Health,Yes,No,57217,2,3.87,3.07
29/04/2018,F,19,Urban,LE3,Together,4,4,Teacher,Health,No,No,121226,4,3.44,3.02
29/04/2018,M,18,Rural,GT3,Together,4,0,At_home,Services,No,No,72932,5,3.76,2.99
29/04/2018,F,17,Rural,GT3,Together,4,2,Services,Business,No,No,88327,4,4.58,4.24
29/04/2018,F,19,Rural,GT3,Together,3,3,Teacher,Business,No,No,70875,4,4.47,3.8
29/04/2018,F,17,Rural,GT3,Together,2,2,At_home,Health,No,No,60046,5,4.16,3.61
29/04/2018,F,17,Rural,GT3,Together,1,1,Services,Business,Yes,No,53664,3,3.36,2.55
29/04/2018,M,17,Urban,GT3,Together,1,2,Services,Services,No,No,94453,2,3.88,3.34
29/04/2018,M,19,Urban,GT3,Together,0,2,Other,Services,No,Yes,69746,5,3.09,2.54
29/04/2018,M,19,Urban,GT3,Together,2,2,Services,Farmer,No,No,98973,5,3.74,3.1
29/04/2018,F,17,Rural,LE3,Together,3,4,Health,Business,No,No,53217,1,4.44,4.01
29/04/2018,F,18,Rural,LE3,Together,3,4,At_home,Farmer,No,No,63362,2,4.56,4.33
29/04/2018,F,18,Rural,LE3,Together,4,3,At_home,Teacher,No,No,86835,3,3.38,3.03
29/04/2018,M,19,Urban,GT3,Together,3,4,At_home,Services,No,No,89133,5,4.34,3.7
29/04/2018,M,19,Urban,GT3,Together,4,2,Services,Health,No,No,120809,3,4.21,3.64
29/04/2018,M,19,Rural,GT3,Together,1,2,Services,Services,No,Yes,70533,5,3.64,3.0
29/04/2018,M,19,Rural,LE3,Together,3,2,At_home,Teacher,No,No,45404,5,4.28,3.53
29/04/2018,F,19,Rural,GT3,Apart,2,3,Teacher,Health,No,No,68339,1,4.6,4.18
29/04/2018,M,18,Rural,GT3,Together,1,1,Teacher,Business,Yes,No,58725,4,4.35,3.63
29/04/2018,M,19,Urban,LE3,Together,4,2,Health,Business,No,No,93796,2,3.12,2.88
29/04/2018,F,17,Rural,GT3,Together,3,3,Other,Services,No,No,61364,1,3.62,3.15
29/04/2018,M,17,Rural,GT3,Apart,0,2,Health,Health,Yes,No,66341,3,4.06,3.17
29/04/2018,M,18,Urban,LE3,Together,0,4,At_home,Health,No,No,66236,5,3.28,2.58
29/04/2018,F,17,Urban,LE3,Together,2,3,At_home,Farmer,No,No,77380,5,4.81,4.18
29/04/2018,M,18,Urban,GT3,Together,2,1,At_home,Teacher,No,No,114945,2,4.0,3.5
29/04/2018,F,18,Rural,LE3,Together,4,2,Other,Business,No,No,59538,1,3.51,3.12
29/04/2018,F,17,Rural,GT3,Together,1,3,Services,Services,No,No,41971,1,3.46,3.27
29/04/2018,F,19,Rural,LE3,Together,0,2,Other,Health,No,No,68065,3,3.35,2.54
29/04/2018,M,17,Rural,GT3,Together,1,0,Health,Business,No,No,64285,1,4.26,3.6
29/04/2018,F,17,Rural,GT3,Together,0,2,Services,Services,No,Yes,42917,1,4.34,3.55
29/04/2018,M,18,Urban,GT3,Together,0,4,Services,Business,No,No,103655,4,3.37,2.82
29/04/2018,M,17,Rural,LE3,Together,4,2,Health,Services,Yes,No,56486,2,4.76,4.32
29/04/2018,M,18,Rural,GT3,Together,1,4,Services,Business,Yes,No,67410,1,3.55,3.12
29/04/2018,F,19,Rural,GT3,Together,2,4,Teacher,Farmer,No,No,60446,3,3.28,2.7
29/04/2018,M,19,Rural,GT3,Together,0,1,Health,Teacher,Yes,No,46703,5,4.11,3.14
29/04/2018,M,19,Rural,LE3,Together,1,3,Health,Business,No,No,74191,1,3.02,2.56
29/04/2018,F,17,Urban,GT3,Together,3,2,Teacher,Teacher,No,No,91399,1,2.91,2.62
29/04/2018,M,18,Rural,GT3,Apart,2,1,Other,Business,No,No,73829,5,3.18,2.47
29/04/2018,M,19,Urban,GT3,Together,3,3,Other,Health,Yes,No,92685,4,3.29,2.49
29/04/2018,M,18,Urban,GT3,Together,2,3,Other,Farmer,Yes,No,97241,2,4.29,3.66
29/04/2018,M,18,Urban,GT3,Together,1,1,Services,Farmer,Yes,Yes,74487,4,2.96,2.17
29/04/2018,M,19,Urban,GT3,Apart,2,4,Teacher,Teacher,No,No,87018,3,4.04,3.6
29/04/2018,M,19,Urban,GT3,Together,1,3,Health,Health,No,No,100825,1,4.35,3.91
29/04/2018,F,18,Rural,GT3,Together,3,4,Health,Services,Yes,No,47750,4,4.74,4.33
29/04/2018,M,19,Rural,LE3,Together,1,2,Health,Farmer,No,No,47684,2,3.48,2.9
29/04/2018,M,18,Urban,GT3,Together,2,4,Services,Health,No,No,118118,3,3.53,2.95
29/04/2018,F,18,Urban,GT3,Apart,0,2,Services,Health,No,Yes,79410,4,5.0,4.48
29/04/2018,M,19,Urban,LE3,Together,2,0,Other,Teacher,Yes,No,90105,1,4.68,4.11
29/04/2018,F,17,Urban,GT3,Together,4,3,Services,Health,No,No,103913,2,3.62,3.4
29/04/2018,M,19,Urban,LE3,Together,2,3,Other,Health,No,No,111028,1,4.55,4.12
29/04/2018,M,17,Rural,GT3,Together,2,2,Other,Services,No,No,52711,1,3.96,3.55
29/04/2018,M,18,Urban,GT3,Together,4,2,Health,Teacher,Yes,No,109967,3,3.81,3.15
29/04/2018,M,18,Rural,GT3,Together,2,0,Services,Teacher,Yes,No,71023,2,5.0,4.31
29/04/2018,M,17,Urban,LE3,Apart,1,3,Other,Health,No,No,106005,5,4.5,3.9
29/04/2018,M,18,Rural,GT3,Together,1,2,Teacher,Services,Yes,No,56622,1,5.0,4.28
29/04/2018,M,17,Rural,GT3,Together,3,2,Teacher,Business,No,No,49497,2,3.11,2.8
29/04/2018,M,17,Rural,LE3,Together,3,2,Services,Farmer,No,No,56350,1,4.97,4.57
29/04/2018,M,18,Rural,GT3,Apart,1,4,Health,Teacher,No,No,52696,4,3.7,3.13
29/04/2018,M,17,Urban,GT3,Together,1,3,Health,Services,No,No,97470,4,3.69,3.29
29/04/2018,M,19,Urban,GT3,Together,4,3,Other,Services,No,No,115889,2,4.05,3.54
29/04/2018,M,19,Rural,LE3,Together,0,4,Services,Health,No,No,35224,3,4.13,3.45
29/04/2018,F,18,Urban,GT3,Together,2,2,Teacher,Farmer,No,Yes,116724,5,4.49,3.66
29/04/2018,M,18,Rural,GT3,Together,0,0,Other,Teacher,No,No,30465,4,4.37,3.43
29/04/2018,F,17,Urban,GT3,Apart,3,0,Other,Business,No,No,96882,3,3.38,2.77
29/04/2018,F,17,Urban,GT3,Together,0,3,At_home,Health,No,No,97203,5,3.15,2.58
29/04/2018,M,17,Rural,LE3,Together,2,1,Services,Teacher,No,No,62944,4,3.68,3.17
29/04/2018,F,17,Rural,LE3,Together,0,2,Other,Teacher,No,No,54837,5,3.79,3.02
29/04/2018,F,19,Rural,LE3,Together,2,1,Teacher,Services,Yes,No,37944,1,3.86,3.28
29/04/2018,M,19,Urban,LE3,Together,3,1,At_home,Farmer,No,No,104336,2,4.69,4.26
29/04/2018,M,18,Rural,GT3,Together,1,2,Teacher,Business,Yes,No,68624,4,3.92,3.04
29/04/2018,F,17,Urban,GT3,Apart,2,4,Health,Farmer,No,No,119764,4,5.0,4.45
29/04/2018,F,17,Urban,LE3,Together,2,3,At_home,Services,No,No,106796,1,4.74,4.33
29/04/2018,M,18,Rural,GT3,Together,1,4,At_home,Business,Yes,No,58789,4,3.6,3.02
29/04/2018,M,17,Urban,GT3,Together,3,4,Other,Business,Yes,No,104222,4,2.65,2.08
29/04/2018,M,17,Urban,LE3,Together,1,1,Health,Health,No,No,108845,4,5.0,4.41
29/04/2018,M,17,Urban,GT3,Together,3,2,Other,Business,No,No,80135,4,3.62,2.94
29/04/2018,F,17,Urban,LE3,Together,1,3,Services,Teacher,No,No,85773,4,4.4,3.67
29/04/2018,M,17,Urban,GT3,Together,1,4,Teacher,Farmer,No,No,112060,3,3.37,2.88
29/04/2018,M,18,Urban,GT3,Together,1,2,Teacher,Farmer,No,No,96447,4,4.84,4.14
29/04/2018,F,17,Urban,GT3,Apart,2,4,Other,Health,Yes,No,79033,1,4.35,3.69
29/04/2018,M,18,Urban,GT3,Together,2,0,Teacher,Business,No,Yes,95497,4,3.09,2.34
29/04/2018,M,17,Rural,LE3,Together,3,1,Teacher,Services,No,No,54178,5,2.53,2.01
29/04/2018,F,19,Urban,GT3,Together,1,3,Services,Teacher,No,No,76546,5,3.92,2.98
29/04/2018,F,19,Urban,GT3,Together,0,2,Health,Health,Yes,No,73396,1,4.12,3.37
29/04/2018,M,19,Urban,GT3,Together,3,1,At_home,Business,No,No,100978,3,4.3,3.71
29/04/2018,M,19,Rural,GT3,Together,3,2,Other,Services,No,No,83331,1,3.29,2.93
29/04/2018,M,18,Rural,GT3,Together,0,0,Other,Business,No,No,37882,3,3.38,2.61
29/04/2018,M,18,Rural,LE3,Together,2,3,Services,Health,No,No,51945,2,2.57,2.19
29/04/2018,M,17,Rural,GT3,Together,1,4,Services,Services,Yes,Yes,51784,5,3.44,2.82
29/04/2018,M,19,Rural,LE3,Together,3,4,At_home,Services,No,No,43314,5,2.74,2.33
29/04/2018,M,18,Rural,LE3,Together,3,3,Health,Services,Yes,No,58595,5,3.34,2.73
29/04/2018,M,17,Rural,GT3,Together,3,2,Other,Services,No,No,58755,3,4.01,3.54
29/04/2018,M,17,Urban,GT3,Together,3,2,Services,Business,No,No,112311,1,4.0,3.49
29/04/2018,M,18,Urban,LE3,Together,1,1,Other,Services,No,No,100598,3,3.36,2.64
29/04/2018,M,19,Urban,GT3,Together,3,2,Teacher,Business,Yes,No,115449,5,3.98,3.21
29/04/2018,M,17,Rural,GT3,Together,2,1,Other,Services,No,No,70574,5,4.76,4.01
29/04/2018,M,19,Rural,GT3,Together,0,4,Health,Services,No,No,69729,5,3.62,2.87
29/04/2018,F,19,Rural,LE3,Together,2,4,Health,Health,No,No,53639,5,2.97,2.48
29/04/2018,F,19,Urban,LE3,Apart,4,2,Other,Business,Yes,No,116023,2,4.31,3.6
29/04/2018,F,17,Rural,LE3,Together,3,3,Teacher,Business,No,No,49092,5,4.51,3.75
29/04/2018,F,19,Urban,GT3,Together,0,1,Health,Farmer,No,No,71382,3,3.35,2.56
29/04/2018,M,17,Urban,GT3,Together,3,3,Services,Health,No,No,122710,5,3.35,2.91
29/04/2018,M,19,Rural,GT3,Together,3,3,Other,Business,No,No,43159,4,2.51,2.12
29/04/2018,M,17,Rural,GT3,Together,1,2,Teacher,Health,No,No,35656,2,3.5,3.06
29/04/2018,F,19,Urban,GT3,Apart,2,1,Services,Health,Yes,No,76452,5,3.2,2.29
29/04/2018,F,18,Rural,LE3,Together,3,4,Other,Health,No,No,82203,4,2.81,2.3
29/04/2018,M,19,Urban,LE3,Together,2,3,Teacher,Teacher,No,No,93706,3,3.56,3.13
29/04/2018,M,19,Rural,GT3,Together,0,4,Services,Business,No,Yes,34862,2,3.8,3.43
29/04/2018,M,17,Urban,GT3,Together,3,4,Health,Health,No,No,90219,5,3.68,3.0
29/04/2018,M,17,Urban,GT3,Apart,4,4,Other,Teacher,No,No,108481,3,3.59,3.31
29/04/2018,F,19,Urban,GT3,Together,2,1,Other,Teacher,No,No,109536,4,4.79,4.08
29/04/2018,F,18,Urban,LE3,Together,3,0,Health,Services,No,No,86096,2,4.0,3.2
29/04/2018,M,18,Urban,LE3,Together,1,2,At_home,Services,No,No,107953,5,4.22,3.48
29/04/2018,F,17,Rural,GT3,Together,1,1,Services,Business,No,No,41855,3,4.98,4.27
29/04/2018,F,18,Rural,GT3,Together,2,2,Health,Services,No,No,78262,2,4.44,3.67
29/04/2018,M,19,Rural,GT3,Together,1,3,Other,Business,No,No,44460,4,3.62,2.85
29/04/2018,M,17,Urban,GT3,Together,3,2,Services,Teacher,No,Yes,113937,5,2.6,2.07
29/04/2018,M,19,Rural,GT3,Together,0,1,Services,Teacher,Yes,No,46094,2,3.56,2.59
29/04/2018,M,17,Urban,GT3,Together,2,4,At_home,Business,No,No,114358,4,4.75,4.36
29/04/2018,M,17,Urban,GT3,Together,1,0,Other,Services,No,No,97924,4,4.44,3.63
29/04/2018,M,17,Rural,LE3,Together,4,2,Teacher,Services,No,Yes,62789,3,3.56,3.14
29/04/2018,M,17,Rural,GT3,Together,1,3,At_home,Business,No,No,30123,4,3.75,3.25
29/04/2018,M,18,Urban,GT3,Together,0,3,At_home,Farmer,Yes,No,70909,4,3.88,3.14
29/04/2018,F,19,Urban,GT3,Together,1,2,Teacher,Services,Yes,Yes,101854,1,3.4,2.69
29/04/2018,M,19,Rural,GT3,Together,3,0,Teacher,Health,No,No,43896,4,3.44,2.88
29/04/2018,M,19,Urban,GT3,Together,1,3,At_home,Services,Yes,No,110834,5,3.38,2.72
29/04/2018,M,17,Rural,GT3,Apart,1,0,Services,Farmer,No,No,72141,2,4.12,3.52
29/04/2018,F,18,Rural,GT3,Together,0,1,Health,Teacher,No,Yes,42111,5,3.11,2.49
29/04/2018,M,19,Urban,GT3,Together,3,3,Health,Teacher,No,No,87039,5,4.74,4.2
29/04/2018,M,18,Urban,LE3,Together,0,2,At_home,Teacher,No,No,109844,3,3.8,3.05
29/04/2018,F,17,Urban,GT3,Apart,1,2,Services,Services,No,No,94099,1,3.08,2.65
29/04/2018,F,19,Rural,LE3,Together,1,2,Teacher,Teacher,Yes,No,33670,1,4.47,3.63
29/04/2018,F,18,Rural,GT3,Together,2,4,At_home,Farmer,No,No,78335,5,4.78,4.37
29/04/2018,M,17,Rural,GT3,Together,3,4,Other,Farmer,Yes,No,55029,2,5.0,4.53
29/04/2018,M,18,Rural,GT3,Together,2,2,Services,Services,Yes,Yes,66811,1,4.69,4.29
29/04/2018,F,19,Rural,GT3,Together,4,1,Other,Health,No,No,60793,1,3.23,2.71
29/04/2018,F,19,Rural,LE3,Together,4,2,Other,Services,No,No,86318,5,3.94,3.24
29/04/2018,F,17,Rural,LE3,Together,1,1,At_home,Teacher,Yes,No,50126,1,5.0,4.25
29/04/2018,F,17,Rural,LE3,Together,3,2,Services,Services,No,No,59228,3,3.29,2.62
29/04/2018,M,17,Rural,LE3,Together,3,3,Other,Farmer,Yes,Yes,58595,5,2.97,2.35
29/04/2018,F,18,Rural,GT3,Together,3,2,Services,Services,No,No,40972,1,3.55,3.03
29/04/2018,M,18,Rural,GT3,Together,2,2,Health,Services,Yes,No,35360,1,3.14,2.57
29/04/2018,M,18,Urban,GT3,Together,2,1,Other,Health,No,No,77632,1,3.41,2.84
29/04/2018,M,17,Rural,LE3,Together,2,2,Other,Farmer,Yes,No,70958,5,3.37,2.53
29/04/2018,M,19,Urban,LE3,Together,3,2,Services,Business,No,No,117716,2,4.27,3.78
29/04/2018,M,19,Urban,GT3,Together,1,2,Health,Business,No,No,85346,4,2.96,2.28
29/04/2018,M,18,Urban,LE3,Together,1,3,Other,Farmer,No,Yes,88008,1,3.89,3.35
29/04/2018,F,18,Rural,GT3,Together,1,3,At_home,Business,No,No,42120,4,3.3,2.79
29/04/2018,M,19,Rural,GT3,Together,1,2,Services,Teacher,No,No,60283,4,4.16,3.5
29/04/2018,F,19,Urban,GT3,Together,2,2,Services,Business,No,No,82818,1,4.23,3.65
29/04/2018,M,18,Rural,GT3,Together,0,1,Other,Teacher,No,No,30119,1,4.38,3.74
29/04/2018,M,18,Rural,LE3,Together,1,0,Health,Farmer,No,No,60579,4,4.38,3.62
29/04/2018,M,19,Urban,GT3,Together,4,3,Other,Business,No,No,114837,2,3.4,2.92
29/04/2018,M,17,Rural,GT3,Together,2,1,Teacher,Business,Yes,No,35975,4,3.8,2.87
29/04/2018,M,18,Rural,GT3,Together,3,3,Other,Teacher,No,No,56265,2,4.76,4.37
29/04/2018,M,19,Rural,GT3,Together,0,3,Teacher,Teacher,No,No,29318,3,4.09,3.47
29/04/2018,M,19,Rural,GT3,Together,1,4,At_home,Services,Yes,No,65081,2,4.38,3.68
29/04/2018,F,19,Rural,GT3,Apart,3,4,Services,Health,No,No,81515,5,3.01,2.55
29/04/2018,M,19,Urban,GT3,Together,3,0,Services,Business,No,No,123069,1,4.42,3.69
29/04/2018,F,17,Urban,GT3,Together,1,4,Health,Health,No,No,83134,3,2.57,2.31
29/04/2018,M,19,Urban,GT3,Together,4,3,Other,Health,No,No,124432,4,2.81,2.37
29/04/2018,F,18,Rural,LE3,Together,4,3,At_home,Business,No,No,55841,2,3.22,2.87
29/04/2018,F,17,Urban,GT3,Together,4,0,Teacher,Teacher,No,No,111135,3,4.08,3.47
29/04/2018,F,19,Urban,GT3,Together,2,4,Health,Services,No,No,87427,5,4.19,3.74
29/04/2018,M,17,Rural,GT3,Together,1,1,At_home,Farmer,Yes,No,70251,2,3.27,2.51
29/04/2018,M,18,Rural,GT3,Together,2,4,At_home,Business,No,No,69131,4,2.55,2.08
29/04/2018,M,19,Rural,GT3,Together,2,0,Teacher,Business,Yes,No,71727,4,4.42,3.4
29/04/2018,F,18,Urban,LE3,Together,0,3,Teacher,Farmer,No,No,90165,2,4.18,3.69
29/04/2018,F,19,Urban,LE3,Together,3,2,Services,Health,No,No,81749,5,4.08,3.39
29/04/2018,F,19,Urban,LE3,Together,0,1,Other,Services,No,Yes,98308,1,5.0,4.53
29/04/2018,M,19,Urban,GT3,Together,2,1,Health,Health,No,No,82634,1,3.9,3.47
29/04/2018,F,19,Urban,GT3,Together,1,2,Other,Farmer,No,No,80614,4,3.16,2.7
29/04/2018,F,19,Rural,LE3,Together,3,1,Health,Farmer,No,No,64866,5,4.66,3.99
29/04/2018,M,17,Rural,GT3,Together,1,2,At_home,Services,Yes,No,40282,4,3.54,2.8
29/04/2018,M,19,Urban,GT3,Together,3,3,Teacher,Farmer,No,No,100319,1,3.73,3.49
29/04/2018,F,19,Rural,LE3,Together,2,4,Teacher,Farmer,No,No,71726,4,3.45,2.96
29/04/2018,F,17,Rural,GT3,Together,3,3,At_home,Services,No,No,55412,2,3.26,2.79
29/04/2018,F,17,Urban,GT3,Together,4,0,At_home,Business,No,No,121627,2,3.53,2.92
29/04/2018,M,17,Rural,GT3,Apart,2,2,Health,Health,No,No,43050,5,4.79,4.24
29/04/2018,F,17,Urban,GT3,Together,4,1,At_home,Business,No,No,109583,1,3.11,2.65
29/04/2018,M,17,Urban,GT3,Together,0,4,Health,Business,No,No,83041,5,4.5,3.84
29/04/2018,M,17,Rural,GT3,Apart,1,4,Other,Health,No,No,36185,5,2.6,2.05
29/04/2018,M,19,Urban,GT3,Together,0,2,Teacher,Business,No,No,85812,1,4.84,4.42
29/04/2018,F,19,Rural,GT3,Together,1,0,Teacher,Services,No,No,55832,3,4.91,4.35
29/04/2018,F,18,Urban,GT3,Apart,3,4,Teacher,Health,No,No,97423,3,3.13,2.68
29/04/2018,M,19,Rural,LE3,Together,0,4,Other,Teacher,No,No,66644,4,3.85,3.04
29/04/2018,M,19,Rural,GT3,Together,2,4,Other,Business,No,No,71786,3,4.22,3.74
29/04/2018,F,17,Urban,GT3,Together,2,4,Services,Farmer,No,No,104665,2,3.41,3.1
29/04/2018,M,17,Urban,GT3,Together,2,2,Health,Health,No,No,84989,5,5.0,4.42
29/04/2018,F,19,Rural,LE3,Together,2,1,Health,Teacher,No,No,53208,4,3.81,3.16
29/04/2018,M,18,Rural,GT3,Together,3,2,Services,Farmer,No,No,63054,5,3.46,2.79
29/04/2018,M,17,Rural,GT3,Apart,0,2,Teacher,Teacher,No,No,55477,1,3.85,3.27
29/04/2018,M,19,Rural,GT3,Together,1,2,Health,Business,No,No,60374,3,3.32,2.77
29/04/2018,M,19,Rural,LE3,Together,2,2,Health,Farmer,No,No,76220,1,3.81,3.24
29/04/2018,F,18,Rural,GT3,Together,2,1,Teacher,Business,No,No,38571,4,3.51,2.91
29/04/2018,M,18,Rural,GT3,Together,2,2,At_home,Farmer,No,No,54576,2,3.29,2.85
29/04/2018,M,17,Rural,GT3,Together,3,2,At_home,Health,Yes,No,49680,3,4.32,3.53
29/04/2018,F,18,Rural,GT3,Together,2,1,Services,Services,No,No,60706,1,2.7,2.46
29/04/2018,M,19,Rural,LE3,Together,2,2,Other,Services,No,No,49318,3,4.95,4.43
29/04/2018,M,19,Urban,LE3,Together,0,4,Health,Teacher,No,No,85659,5,3.95,3.3
29/04/2018,F,18,Rural,GT3,Together,2,4,Health,Farmer,No,No,40029,2,5.0,4.48
29/04/2018,F,18,Rural,LE3,Together,3,2,Services,Business,No,No,42774,3,4.43,3.89
29/04/2018,M,18,Urban,GT3,Together,0,2,Services,Health,No,No,81972,2,2.93,2.52
29/04/2018,F,18,Urban,GT3,Together,1,0,Health,Health,No,No,84048,5,3.85,3.27
29/04/2018,F,17,Urban,GT3,Together,3,3,Teacher,Health,Yes,No,113372,5,2.63,2.22
29/04/2018,M,18,Rural,GT3,Together,1,2,Teacher,Services,No,No,73188,1,3.21,2.9
29/04/2018,M,17,Rural,LE3,Together,1,2,Other,Business,No,No,71133,4,3.71,2.97
29/04/2018,F,19,Urban,GT3,Apart,2,4,Health,Health,Yes,No,89689,1,3.34,2.76
29/04/2018,F,18,Rural,GT3,Together,1,2,Health,Health,No,No,46737,2,3.49,2.88
29/04/2018,M,17,Rural,GT3,Together,3,0,Health,Teacher,Yes,Yes,56014,1,3.37,2.84
29/04/2018,F,18,Urban,GT3,Together,0,1,Health,Farmer,No,No,86818,3,5.0,4.52
29/04/2018,F,19,Rural,GT3,Together,3,2,Services,Farmer,Yes,No,73201,1,3.88,3.14
29/04/2018,M,19,Rural,GT3,Together,2,2,At_home,Farmer,Yes,No,46144,4,4.21,3.25
29/04/2018,M,19,Rural,LE3,Together,3,4,Health,Teacher,No,No,71001,4,3.77,3.25
29/04/2018,M,18,Rural,GT3,Together,0,2,At_home,Services,No,No,25867,2,4.02,3.24
29/04/2018,F,18,Rural,GT3,Together,2,3,Teacher,Teacher,Yes,No,62182,5,2.46,2.0
29/04/2018,M,17,Rural,LE3,Together,2,2,Other,Health,No,No,49340,4,4.89,4.48
29/04/2018,F,19,Urban,LE3,Together,2,2,Teacher,Business,No,No,86837,2,3.33,2.96
29/04/2018,F,18,Rural,GT3,Together,2,2,Health,Health,No,No,43787,4,4.54,4.13
29/04/2018,F,19,Rural,LE3,Together,3,2,Teacher,Health,No,No,40393,4,4.57,3.98
29/04/2018,M,19,Rural,GT3,Together,4,2,Services,Business,No,No,57056,5,2.63,2.0
29/04/2018,F,17,Urban,GT3,Together,0,1,At_home,Farmer,No,Yes,108160,3,3.84,3.07
29/04/2018,M,17,Rural,GT3,Together,0,4,Health,Teacher,No,No,69957,2,4.06,3.21
29/04/2018,F,17,Urban,LE3,Together,3,2,Services,Services,No,No,108429,4,3.87,3.3
29/04/2018,M,17,Rural,GT3,Together,0,1,At_home,Health,Yes,No,56899,4,3.8,2.97
29/04/2018,M,19,Urban,GT3,Together,4,0,Services,Health,Yes,No,117221,1,3.52,2.85
29/04/2018,F,17,Urban,GT3,Together,2,0,Teacher,Services,No,No,95754,3,3.34,2.81
29/04/2018,M,17,Rural,LE3,Together,2,2,Health,Teacher,Yes,No,79389,5,4.49,3.6
29/04/2018,M,17,Urban,GT3,Together,1,1,Teacher,Health,No,No,90905,2,4.06,3.28
29/04/2018,F,17,Rural,GT3,Together,1,0,Other,Services,No,No,54083,4,3.92,3.08
29/04/2018,F,19,Rural,GT3,Together,2,2,Health,Health,No,No,76098,2,2.76,2.33
29/04/2018,F,17,Rural,LE3,Together,4,3,Teacher,Farmer,No,No,74621,5,3.63,3.18
29/04/2018,F,19,Urban,LE3,Together,4,0,Health,Farmer,No,No,105577,3,3.76,3.26
29/04/2018,M,18,Urban,GT3,Together,1,2,At_home,Health,Yes,No,106728,1,4.35,3.68
29/04/2018,M,19,Rural,GT3,Apart,0,3,Health,Health,No,No,25663,3,2.67,2.14
29/04/2018,M,19,Rural,LE3,Together,0,4,Health,Farmer,No,No,44216,1,3.09,2.89
29/04/2018,M,17,Rural,GT3,Together,3,3,At_home,Health,Yes,Yes,49265,2,4.97,4.47
29/04/2018,F,18,Rural,LE3,Together,1,1,Teacher,Teacher,No,No,34574,3,3.28,2.75
29/04/2018,F,18,Urban,LE3,Together,0,3,Health,Teacher,No,No,87755,3,2.6,2.36
29/04/2018,M,18,Rural,GT3,Apart,1,2,Services,Business,No,No,61241,3,3.35,2.87
29/04/2018,M,18,Rural,GT3,Together,1,1,Health,Teacher,Yes,No,52676,5,3.28,2.4
29/04/2018,F,19,Urban,GT3,Together,4,4,Teacher,Health,No,No,106561,2,4.22,3.73
29/04/2018,M,18,Urban,GT3,Together,2,2,At_home,Health,No,No,99737,1,4.22,3.48
29/04/2018,F,19,Rural,GT3,Apart,1,4,Teacher,Services,No,No,53390,3,3.17,2.53
29/04/2018,M,19,Urban,GT3,Together,1,3,Other,Teacher,No,No,96076,2,3.55,3.16
29/04/2018,F,19,Urban,GT3,Together,1,3,Health,Farmer,No,Yes,75546,5,4.15,3.15
29/04/2018,M,18,Rural,GT3,Together,0,3,Health,Farmer,No,No,46280,5,4.17,3.49
29/04/2018,F,17,Urban,GT3,Apart,0,2,At_home,Business,No,No,97953,2,3.13,2.72
29/04/2018,F,17,Urban,GT3,Together,2,2,Health,Services,No,No,96037,1,3.2,2.72
29/04/2018,F,18,Rural,LE3,Together,0,4,Services,Farmer,No,No,65576,2,5.0,4.56
29/04/2018,F,17,Rural,GT3,Together,1,3,Services,Business,No,No,58564,2,3.63,3.19
29/04/2018,F,17,Rural,LE3,Together,1,4,Teacher,Teacher,No,No,63597,4,4.77,4.28
29/04/2018,F,19,Rural,GT3,Together,3,4,At_home,Services,No,No,59903,5,3.95,3.49
29/04/2018,M,19,Rural,GT3,Together,2,4,Other,Services,No,No,65806,1,4.51,4.1
29/04/2018,F,18,Rural,LE3,Together,2,3,Teacher,Health,No,No,59392,4,4.21,3.6
29/04/2018,F,18,Urban,GT3,Together,2,2,At_home,Teacher,Yes,No,103087,2,3.91,3.14
29/04/2018,M,17,Rural,GT3,Together,2,1,At_home,Services,No,No,79288,5,3.9,2.93
29/04/2018,F,19,Rural,GT3,Together,0,3,Teacher,Business,No,No,69308,4,2.99,2.28
29/04/2018,F,18,Urban,GT3,Apart,4,1,Teacher,Farmer,No,No,107293,4,3.69,3.03
29/04/2018,F,18,Urban,GT3,Together,0,1,Health,Teacher,No,No,75677,1,3.46,2.92
29/04/2018,M,18,Rural,GT3,Together,2,1,Other,Teacher,Yes,No,47803,2,3.59,2.79
29/04/2018,M,18,Urban,GT3,Together,3,4,Services,Services,No,No,81225,1,3.56,3.19
29/04/2018,F,18,Urban,GT3,Together,2,4,Health,Services,No,No,80774,4,3.91,3.28
29/04/2018,F,18,Rural,GT3,Together,4,3,At_home,Services,Yes,No,58043,4,4.21,3.36
29/04/2018,M,17,Rural,GT3,Together,2,2,Other,Business,No,No,51163,1,3.71,3.19
29/04/2018,F,19,Rural,GT3,Together,3,3,Other,Health,No,No,42844,4,4.42,3.83
